address,city,state,zipcode,latitude,longitude,price,bathrooms,bedrooms,livingArea,homeType,PriceEstimate,RentEstimate,imgSrc
17176 Calle Serena,Rancho Santa Fe,CA,92067,32.998615,-117.17315,11295000.0,7.0,5.0,11372.0,Single Family,11744400.0,39266.0,https://photos.zillowstatic.com/fp/7c2b1b6d64c3c940593475878eba99ef-p_e.jpg
"5956 San Elijo Ave, Rancho Santa Fe, CA 92067",Rancho Santa Fe,CA,92067,33.03355,-117.20554,11000000,11,6,12903,Single Family,10897600,34845,https://photos.zillowstatic.com/fp/e837a1836f2e17efb7ed0308fac9079d-p_e.jpg
1718 Valdes Dr,La Jolla,CA,92037,32.845043,-117.26126,10995000.0,7.0,4.0,6380.0,Single Family,10868800.0,34809.0,https://photos.zillowstatic.com/fp/b553753615bd810a18181d3e6dab53c9-p_e.jpg
1796 Soledad Ave,La Jolla,CA,92037,32.846268,-117.261,10900000.0,9.0,6.0,7770.0,Single Family,10739600.0,34388.0,https://photos.zillowstatic.com/fp/dfc6d7e767268b9e3cd6f206653d3774-p_e.jpg
"1640 La Jolla Rancho Rd, La Jolla, CA 92037",La Jolla,CA,92037,32.825996,-117.257645,10750000,10,8,13575,Single Family,12699100,41304,https://photos.zillowstatic.com/fp/be6586f96ada12c0a67e960636ad6899-p_e.jpg
1930 Balboa Ave,Del Mar,CA,92014,32.965942,-117.26289,10695000.0,7.0,6.0,5478.0,Single Family,,,https://photos.zillowstatic.com/fp/8bd4504d246c18e569bd926c4c2bcac8-p_e.jpg
"910 Stratford Ct, Del Mar, CA 92014",Del Mar,CA,92014,32.9531,-117.264725,10500000,6,5,4869,Single Family,10774200,35766,https://photos.zillowstatic.com/fp/ad5db0212ae80d19b7d480f5689c7028-p_e.jpg
"2506 Ruette Nicole, La Jolla, CA 92037",La Jolla,CA,92037,32.861614,-117.2497,10300000,9,6,8927,Single Family,12484700,40683,https://photos.zillowstatic.com/fp/7108db5d22a02fb2589f99d0ca7f9395-p_e.jpg
"1330 Inspiration Dr, La Jolla, CA 92037",La Jolla,CA,92037,32.82582,-117.26334,10000000,11,5,12017,Single Family,12205000,40170,https://photos.zillowstatic.com/fp/9b6295ebe5fd3615f33b5dbd3f3f90f9-p_e.jpg
6115 Mimulus,Rancho Santa Fe,CA,92067,33.027954,-117.20116,9995000.0,11.0,6.0,10375.0,Single Family,9422500.0,29936.0,https://photos.zillowstatic.com/fp/0be124d0732384176e807c0f25965678-p_e.jpg
7413 Fairway Rd,La Jolla,CA,92037,32.841522,-117.26348,9980000.0,5.0,3.0,5042.0,Single Family,9853800.0,31306.0,https://photos.zillowstatic.com/fp/beba29382cca8c5e80486828f077506b-p_e.jpg
16580 Las Cuestas,Rancho Santa Fe,CA,92067,33.014797,-117.18537,9850000.0,10.0,7.0,9261.0,Single Family,,,https://photos.zillowstatic.com/fp/8c38b9781e6ab58238ae6d73ecd3ffd1-p_e.jpg
4434 Los Pinos,Rancho Santa Fe,CA,92067,33.023647,-117.23757,9775000.0,10.0,7.0,11301.0,Single Family,,34992.0,https://photos.zillowstatic.com/fp/adfa1072598e03810ddbd690e4d6e872-p_e.jpg
4314 Vista De La Tierra,Del Mar,CA,92014,32.98698,-117.24094,9750000.0,8.0,7.0,8763.0,Single Family,9741100.0,33817.0,https://photos.zillowstatic.com/fp/1da436f86e82ffec4cace8d53a8bd793-p_e.jpg
"1023 Stratford Ct, Del Mar, CA 92014",Del Mar,CA,92014,32.954456,-117.26479,9750000,6,5,4436,Single Family,10760000,34332,https://photos.zillowstatic.com/fp/78e1a1e64456409a09ea31ea18c6b0cd-p_e.jpg
1095 Hoover St,Carlsbad,CA,92008,33.148197,-117.32999,9700000.0,7.0,6.0,7250.0,Single Family,8959500.0,28336.0,https://photos.zillowstatic.com/fp/f4f25dae62deb7152d7b82ad87eb3f5b-p_e.jpg
"7059 El Vuelo Del Este, Rancho Santa Fe, CA 92067",Rancho Santa Fe,CA,92067,33.028725,-117.180466,9650000,10,8,15647,Single Family,10414200,33758,https://photos.zillowstatic.com/fp/49753a7a48fea5d44eab3c0da0481cfb-p_e.jpg
"16627 Los Morros, Rancho Santa Fe, CA 92067",Rancho Santa Fe,CA,92067,33.01499,-117.235825,9500000,10,8,16327,Single Family,12019900,37429,https://photos.zillowstatic.com/fp/55429fc0479e8cf5857dcd04abd9e37e-p_e.jpg
"15815 Bella Siena, Rancho Santa Fe, CA 92067",Rancho Santa Fe,CA,92067,32.999237,-117.1982,9250000,10,7,17244,Single Family,10521900,33724,https://photos.zillowstatic.com/fp/666a29e9a34bca66a095964ea7b250e4-p_e.jpg
"5757 Linea Del Cielo, Rancho Santa Fe, CA 92067",Rancho Santa Fe,CA,92067,33.017036,-117.21046,9000000,12,6,15425,Single Family,9845300,31449,https://photos.zillowstatic.com/fp/382552f9096bf6cf81fe7da8a1fefa46-p_e.jpg
889 Sunset Cliffs Blvd,San Diego,CA,92107,32.723553,-117.25673,8999000.0,8.0,5.0,7516.0,Single Family,8260500.0,27851.0,https://photos.zillowstatic.com/fp/7fdd4fffe5ec0eb199c3256904159791-p_e.jpg
"36852 Calle De Lobo, Murrieta, CA 92562",Murrieta,CA,92562,33.58996,-117.30396,8975000,10,7,15977,Single Family,,8347,https://photos.zillowstatic.com/fp/741fd577f3756067b2869e96036b2052-p_e.jpg
2722 Camino Del Mar,Del Mar,CA,92014,32.971294,-117.26866,8800000.0,5.0,4.0,3341.0,Single Family,8620400.0,27546.0,https://photos.zillowstatic.com/fp/12c5e9d22b0bc6cc7051b3227bce43ed-p_e.jpg
"2116 Balboa Ave, Del Mar, CA 92014",Del Mar,CA,92014,32.9678,-117.26305,8750000,5,5,5600,Single Family,9664400,30830,https://photos.zillowstatic.com/fp/b6680f1d28d21366a07de8e59f3cbfd8-p_e.jpg
13980 Millards Ranch Ln,Poway,CA,92064,32.967514,-117.007576,8750000.0,5.0,6.0,5673.0,Single Family,7957100.0,27291.0,https://photos.zillowstatic.com/fp/fac15f1c594c825fbd3d5cab22a7593a-p_e.jpg
"107 Via De La Valle, Del Mar, CA 92014",Del Mar,CA,92014,32.979954,-117.2677,8650000,5,4,4880,Single Family,7987500,25456,https://photos.zillowstatic.com/fp/7e9e098d3a95a874a33fad6904d106a0-p_e.jpg
5316 Calumet Ave,La Jolla,CA,92037,32.80816,-117.26767,8570000.0,4.0,4.0,3668.0,Single Family,,,https://photos.zillowstatic.com/fp/5c665980a755e517664a04cce2862262-p_e.jpg
"8441 Whale Watch Way, La Jolla, CA 92037",La Jolla,CA,92037,32.8601,-117.24844,8550000,7,5,8121,Single Family,9276700,29669,https://photos.zillowstatic.com/fp/eacf05669b0fd5650b7d37933d32494b-p_e.jpg
225 Via Del Norte,La Jolla,CA,92037,32.822323,-117.27907,8450000.0,5.0,4.0,3495.0,Single Family,7866500.0,26677.0,https://photos.zillowstatic.com/fp/a0007db4f127c12ee0daeb5f06eeed23-p_e.jpg
"2008 Seaview Ave, Del Mar, CA 92014",Del Mar,CA,92014,32.966522,-117.26453,8350000,6,5,5903,Single Family,9699300,31935,https://photos.zillowstatic.com/fp/fcbae911c64a6fa352fc42755955177d-p_e.jpg
"16902 Via Cuesta Verde, Rancho Santa Fe, CA 92067",Rancho Santa Fe,CA,92067,32.99785,-117.17932,8050000,8,5,14912,Single Family,8499800,27014,https://photos.zillowstatic.com/fp/16468a039d11e83195142dfd6efb113a-p_e.jpg
"6405 Primero Izquierdo, Rancho Santa Fe, CA 92067",Rancho Santa Fe,CA,92067,33.045437,-117.19682,8000000,11,7,13900,Single Family,8312700,26572,https://photos.zillowstatic.com/fp/07caf2fc221a9ce17a188ffe3542d376-p_e.jpg
2497 Ocean St B,Carlsbad,CA,92008,33.16263,-117.35704,7999000.0,5.0,3.0,4643.0,Single Family,7273100.0,26903.0,https://photos.zillowstatic.com/fp/6931ff03ce517623da73fe8d5d8a85ed-p_e.jpg
16636 El Zorro Vis,Rancho Santa Fe,CA,92067,33.014946,-117.19397,7995000.0,8.0,5.0,9932.0,Single Family,7288300.0,28195.0,https://photos.zillowstatic.com/fp/44761cb40308a37410a503945ab83f15-p_e.jpg
"610 N Rexford Dr, Beverly Hills, CA 90210",Beverly Hills,CA,90210,34.07774,-118.40324,7959000,3,3,2892,Single Family,7998000,22273,https://photos.zillowstatic.com/fp/47331cc0a6459e22b6270b2e742d660d-p_e.jpg
4722 La Noria,Rancho Santa Fe,CA,92067,33.029053,-117.23404,7950000.0,9.0,7.0,8976.0,Single Family,7279800.0,25052.0,https://photos.zillowstatic.com/fp/9cad64f656b5f8313958c8bc171d4838-p_e.jpg
28428 Highway 78,Ramona,CA,92065,33.0865,-116.711525,7950000.0,3.0,3.0,3800.0,Single Family,,,https://photos.zillowstatic.com/fp/d794134ea1dd51c47d6bf1291aa777b7-p_e.jpg
"1293 Monte Cielo Dr, Beverly Hills, CA 90210",Beverly Hills,CA,90210,34.100616,-118.407715,7900000,6,4,7200,Single Family,7272500,31986,https://photos.zillowstatic.com/fp/82420396f0170c8585f7e5180d076875-p_e.jpg
"16715 Camino Sierra Del Sur, Rancho Santa Fe, CA 92067",Rancho Santa Fe,CA,92067,32.99546,-117.18108,7900000,14,10,16322,Single Family,19080000,61273,https://photos.zillowstatic.com/fp/8a1c79860704f615a1b53a4d24e1b489-p_e.jpg
4532 Rancho Del Mar Trl,San Diego,CA,92130,32.971153,-117.22249,7880000.0,7.0,6.0,12130.0,Single Family,,28766.0,https://photos.zillowstatic.com/fp/001ebee4a96df5ca0ee508894333bf41-p_e.jpg
1815 Monterey Ave,Coronado,CA,92118,32.683666,-117.16932,7795000.0,5.0,5.0,4791.0,Single Family,7169700.0,22978.0,https://photos.zillowstatic.com/fp/5f30efa298a196452ff915c162d9a416-p_e.jpg
"150 10th St, Del Mar, CA 92014",Del Mar,CA,92014,32.954178,-117.265434,7750000,7,5,4437,Single Family,7886400,25921,https://photos.zillowstatic.com/fp/e416df483caa1d7e6d6d971ce4644bce-p_e.jpg
"13598 Nogales Dr, Del Mar, CA 92014",Del Mar,CA,92014,32.945236,-117.25569,7637500,7,6,8005,Single Family,9438600,30731,https://photos.zillowstatic.com/fp/b0426c7c74b54d08f6ac29298d2043df-p_e.jpg
"1761 Colgate Cir, La Jolla, CA 92037",La Jolla,CA,92037,32.823837,-117.25257,7500000,10,8,8228,Single Family,7708500,24515,https://photos.zillowstatic.com/fp/a00b5f85cffbec7399a9393fa2ecb9dc-p_e.jpg
1928 Balboa Ave,Del Mar,CA,92014,32.965923,-117.2633,7495000.0,5.0,4.0,4739.0,Single Family,6946800.0,23771.0,https://photos.zillowstatic.com/fp/3e14e12c119f8ed29f8f8b08cfba2ef4-p_e.jpg
"6404 La Jolla Scenic Dr S, La Jolla, CA 92037",La Jolla,CA,92037,32.8314,-117.253006,7460925,9,5,8700,Single Family,8803600,29277,https://photos.zillowstatic.com/fp/376681f2899925f63658b941a6d52d20-p_e.jpg
"2052 Via Casa Alta, La Jolla, CA 92037",La Jolla,CA,92037,32.83996,-117.251625,7400000,7,6,10766,Single Family,8647600,28011,https://photos.zillowstatic.com/fp/d0abde448036110c53c2b3e9378b8bdf-p_e.jpg
3470 Bayside Walk,San Diego,CA,92109,32.777897,-117.25189,7395000.0,5.0,5.0,4295.0,Single Family,7327400.0,23470.0,https://photos.zillowstatic.com/fp/eb37c7717f2cc62dbba61cab24eadc97-p_e.jpg
"17261 Circa Oriente, Rancho Santa Fe, CA 92067",Rancho Santa Fe,CA,92067,32.993443,-117.173256,7050000,18,12,18515,Single Family,8969300,29144,https://photos.zillowstatic.com/fp/293144a90ac7909648f51eb6b8083f5c-p_e.jpg
5115 Gordon Ln,San Diego,CA,92109,32.810463,-117.24487,7000000.0,6.0,6.0,5179.0,Single Family,6918900.0,22000.0,https://photos.zillowstatic.com/fp/69c45c098d8268489bc8ab61d20ecfa5-p_e.jpg
"1030 Della Dr, Beverly Hills, CA 90210",Beverly Hills,CA,90210,34.086323,-118.41944,6995000,8,5,5647,Single Family,6258300,24408,https://photos.zillowstatic.com/fp/366c668d55c556c66b37cbac64fa2dae-p_e.jpg
7209 Romero Dr,La Jolla,CA,92037,32.83931,-117.25801,6950000.0,6.0,6.0,5308.0,Single Family,6513800.0,21952.0,https://photos.zillowstatic.com/fp/b041a5398ae9e302281aaed205792180-p_e.jpg
2500 6th Ave UNIT 1105 1106,San Diego,CA,92103,32.731724,-117.15985,6950000.0,4.0,4.0,5853.0,Condo,6835000.0,21552.0,https://photos.zillowstatic.com/fp/db240799eeabb52a6070b402b9b3b954-p_e.jpg
"623 N Rexford Dr, Beverly Hills, CA 90210",Beverly Hills,CA,90210,34.078804,-118.404816,6950000,2,3,1814,Single Family,6691400,26104,https://photos.zillowstatic.com/fp/f5227106907af8a77d2063b230d19615-p_e.jpg
"6092 Avenida Chamnez, La Jolla, CA 92037",La Jolla,CA,92037,32.82374,-117.263145,6900000,5,6,8236,Single Family,8171300,25837,https://photos.zillowstatic.com/fp/081b7c95939c1a6533f9db5e34e5246c-p_e.jpg
"16409 Via De Santa Fe, Rancho Santa Fe, CA 92067",Rancho Santa Fe,CA,92067,33.010185,-117.19816,6900000,13,8,12025,Single Family,7758500,24794,https://photos.zillowstatic.com/fp/cd7623bd3853b59cac94c7cf50b66fff-p_e.jpg
"1119 Schuyler Rd, Beverly Hills, CA 90210",Beverly Hills,CA,90210,34.091347,-118.40431,6890000,4,4,3292,Single Family,,29057,https://photos.zillowstatic.com/fp/15c5926fa90c018e37d0362d2e30464f-p_e.jpg
"601 N Beverly Dr, Beverly Hills, CA 90210",Beverly Hills,CA,90210,34.074173,-118.407425,6800000,5,5,4015,Single Family,6243300,26081,https://photos.zillowstatic.com/fp/3d1b5aeff0ffee921f53fa6285274c59-p_e.jpg
"18483 Calle Tramonto, Rancho Santa Fe, CA 92091",Rancho Santa Fe,CA,92091,33.055473,-117.19404,6800000,9,5,12316,Single Family,8466600,27092,https://photos.zillowstatic.com/fp/6fc09969619e0ca8639ad047521ff5bd-p_e.jpg
6210 La Jolla Mesa Dr,La Jolla,CA,92037,32.826763,-117.26112,6750000.0,7.0,6.0,7225.0,Single Family,6264800.0,20838.0,https://photos.zillowstatic.com/fp/19aa1400fb467b20edff668b1847e8b1-p_e.jpg
460 Palmitas St,Solana Beach,CA,92075,32.987057,-117.267456,6750000.0,5.0,4.0,3935.0,Single Family,,,https://photos.zillowstatic.com/fp/88d68f6b08e58f0cc4d2318ccb28f9fe-p_e.jpg
280 Torrey Pines Ter,Del Mar,CA,92014,32.942284,-117.25845,6750000.0,4.0,4.0,3402.0,Single Family,6273300.0,23605.0,https://photos.zillowstatic.com/fp/d047e65a1e3e6dff180fffd38b9c786d-p_e.jpg
"2069 Seaview Ave, Del Mar, CA 92014",Del Mar,CA,92014,32.96766,-117.263596,6700000,8,5,8800,Single Family,14681300,47798,https://photos.zillowstatic.com/fp/46573a4521d38009241d4125daad3c44-p_e.jpg
442 Westbourne St,La Jolla,CA,92037,32.832752,-117.27769,6695000.0,5.0,4.0,3663.0,Single Family,6615600.0,21062.0,https://photos.zillowstatic.com/fp/abd2a3eb815478f98d725babdaba0e7a-p_e.jpg
"6150 Via Posada Del Norte, Rancho Santa Fe, CA 92067",Rancho Santa Fe,CA,92067,33.008064,-117.179184,6593333,10,7,12409,Single Family,8308800,26852,https://photos.zillowstatic.com/fp/ef265f006300a344af7190d3771462d6-p_e.jpg
"7726 Weirick Rd, Corona, CA 92883",Corona,CA,92883,33.80439,-117.5231,6500000,9,7,12000,Single Family,6462400,18212,https://photos.zillowstatic.com/fp/6b31dadd21debeda77a3cf88461edd49-p_e.jpg
1624 Torrey Pines Rd,La Jolla,CA,92037,32.848385,-117.26494,6500000.0,6.0,5.0,3500.0,Single Family,6042400.0,20984.0,https://photos.zillowstatic.com/fp/a22a1c01f2d85c91dc46479058996748-p_e.jpg
939 Coast Blvd 6BC,La Jolla,CA,92037,32.84821,-117.27597,6499000.0,3.0,4.0,3778.0,Condo,6441000.0,20484.0,https://photos.zillowstatic.com/fp/02ed5164341c770b082f7b2873414f9b-p_e.jpg
"435 Pine Needles Dr #37, Del Mar, CA 92014",Del Mar,CA,92014,32.943947,-117.2567,6400000,7,4,4839,Single Family,7741200,25072,https://photos.zillowstatic.com/fp/0afc24f9c5ce1459e78fb1d06f8bb686-p_e.jpg
"6397 Clubhouse Dr, Rancho Santa Fe, CA 92067",Rancho Santa Fe,CA,92067,32.974586,-117.18389,6400000,12,10,13000,Single Family,8534700,26941,https://photos.zillowstatic.com/fp/feef97625f8746fcc0e86f44cd3ac57e-p_e.jpg
"1280 Monte Cielo Dr, Beverly Hills, CA 90210",Beverly Hills,CA,90210,34.099304,-118.40835,6395000,7,6,5214,Single Family,6308600,23848,https://photos.zillowstatic.com/fp/c8b9d230d8285070101913da988c7503-p_e.jpg
6151 La Pintura Dr,La Jolla,CA,92037,32.826775,-117.251175,6388000.0,7.0,6.0,5218.0,Single Family,6322700.0,20253.0,https://photos.zillowstatic.com/fp/e6f1b75cb566d61b13e0406c7a9fa78b-p_e.jpg
3610 Bayside Walk,San Diego,CA,92109,32.780643,-117.25156,6250000.0,4.0,5.0,2762.0,Single Family,6163100.0,12227.0,https://photos.zillowstatic.com/fp/b16d1b38c4f29c8569f3a7300514add3-p_e.jpg
"1904 Estrada Way, La Jolla, CA 92037",La Jolla,CA,92037,32.833355,-117.25637,6200000,7,6,8331,Single Family,8211200,26642,https://photos.zillowstatic.com/fp/d1613db3cb567de6b0f8a3780b520ba0-p_e.jpg
"7213 Romero Dr, La Jolla, CA 92037",La Jolla,CA,92037,32.840042,-117.25841,6160000,7,7,8300,Single Family,7412200,24377,https://photos.zillowstatic.com/fp/6552c9449f59f3dbde28611229edbac7-p_e.jpg
"1135 Coldwater Canyon Dr, Beverly Hills, CA 90210",Beverly Hills,CA,90210,34.093567,-118.40778,6100000,5,5,4782,Single Family,6105400,27755,https://photos.zillowstatic.com/fp/ad8263c642626f41caff1ff8ce8405d2-p_e.jpg
"2136 San Dieguito Dr, Del Mar, CA 92014",Del Mar,CA,92014,32.96797,-117.26158,6000000,4,6,4200,Single Family,6323300,20163,https://photos.zillowstatic.com/fp/7427ed8bb06e94408004254c560e02f7-p_e.jpg
"2136 San Dieguito Dr LOT 787, Del Mar, CA 92014",Del Mar,CA,92014,32.96797,-117.26158,6000000,5,5,4815,Single Family,6343800,20163,https://photos.zillowstatic.com/fp/e1a6b8d490ec6397087a4001d9985b07-p_e.jpg
2891 Gate Fifteen Pl,Chula Vista,CA,91914,32.65873,-116.94318,5999999.0,8.0,6.0,9823.0,Single Family,5654700.0,18910.0,https://photos.zillowstatic.com/fp/53299aabb1fa44a14affef964e7a67b4-p_e.jpg
7229 Almaden Ln,Carlsbad,CA,92009,33.09575,-117.26196,5995000.0,7.0,6.0,6226.0,Single Family,5784300.0,16615.0,https://photos.zillowstatic.com/fp/a90fcde02c39c21dfc6ca31cd7d292ba-p_e.jpg
"1150 Laurel Way, Beverly Hills, CA 90210",Beverly Hills,CA,90210,34.092255,-118.41784,5995000,5,3,2882,Single Family,5497400,21936,https://photos.zillowstatic.com/fp/cfcd715cf3a292ffd5987d11bedbc461-p_e.jpg
"1925 Loma Vista Dr, Beverly Hills, CA 90210",Beverly Hills,CA,90210,34.109867,-118.3945,5952000,5,4,3885,Single Family,5557500,23034,https://photos.zillowstatic.com/fp/2365c31734eb675577990b85435f629a-p_e.jpg
18495 Calle La Serra,Rancho Santa Fe,CA,92091,33.055164,-117.18313,5950000.0,5.0,3.0,8061.0,Single Family,6638500.0,21888.0,https://photos.zillowstatic.com/fp/44c05ceab6480d3322fd040e11262be8-p_e.jpg
1905 Santa Fe Ave,Del Mar,CA,92014,32.964924,-117.26627,5900000.0,4.0,3.0,2442.0,Single Family,5819800.0,18541.0,https://photos.zillowstatic.com/fp/e71c7b082ea1e4876d1a5d1d2735a1d3-p_e.jpg
"1263 Lago Vista Pl, Beverly Hills, CA 90210",Beverly Hills,CA,90210,34.095955,-118.40921,5850000,4,5,,Single Family,5338700,20619,https://photos.zillowstatic.com/fp/f536a42f26f8bc391fc19879b3112ac2-p_e.jpg
16434 La Via Feliz,Rancho Santa Fe,CA,92067,33.01273,-117.19544,5800000.0,6.0,5.0,4550.0,Single Family,5754700.0,18368.0,https://photos.zillowstatic.com/fp/941d4b848391e981ec2e0802808cd801-p_e.jpg
576 C Ave,Coronado,CA,92118,32.691376,-117.17555,5800000.0,4.0,4.0,2882.0,Single Family,5490300.0,17584.0,https://photos.zillowstatic.com/fp/bcc73d85990cb4f04b80cc652c2f7464-p_e.jpg
730 Alameda Blvd,Coronado,CA,92118,32.693375,-117.18698,5750000.0,5.0,5.0,4337.0,Single Family,5373900.0,19700.0,https://photos.zillowstatic.com/fp/6d31614979d9230095a4a7802b0924a8-p_e.jpg
734 Jacinto Pl,Coronado,CA,92118,32.684708,-117.17127,5635000.0,4.0,5.0,3755.0,Single Family,5196200.0,17415.0,https://photos.zillowstatic.com/fp/59a19f55c0ef9efa86262789a42177d0-p_e.jpg
"1346 Crest Rd, Del Mar, CA 92014",Del Mar,CA,92014,32.960026,-117.25857,5400000,4,6,4717,Single Family,6651200,21173,https://photos.zillowstatic.com/fp/2e485e55783bb4eb97223ffaa2ad7785-p_e.jpg
"123 N Doheny Dr, Beverly Hills, CA 90211",Beverly Hills,CA,90211,34.068844,-118.390045,5395000,6,5,4446,Single Family,5434500,18446,https://photos.zillowstatic.com/fp/355e7aa9c260d3f1bc291413155d96fa-p_e.jpg
8495 Via Rancho Cielo,Rancho Santa Fe,CA,92067,33.054356,-117.142006,5300000.0,7.0,7.0,6000.0,Single Family,5221500.0,19041.0,https://photos.zillowstatic.com/fp/ced5f20fb627307fdc146208ecfe0c91-p_e.jpg
"1243 Beverly Green Dr, Beverly Hills, CA 90212",Beverly Hills,CA,90212,34.055107,-118.406166,5295000,4,4,3486,Single Family,5311200,17906,https://photos.zillowstatic.com/fp/38a2061712557953e15f71ff0bc43d8c-p_e.jpg
13622 Nogales Dr,Del Mar,CA,92014,32.946,-117.25574,5295000.0,3.0,4.0,2972.0,Single Family,5261400.0,16728.0,https://photos.zillowstatic.com/fp/71c16efdadbebae714449f0ea46a2192-p_e.jpg
366 Glorietta Blvd,Coronado,CA,92118,32.692734,-117.168816,5250000.0,7.0,6.0,3628.0,Single Family,5234400.0,16051.0,https://photos.zillowstatic.com/fp/6e7d66bfbea4b23aa1fb23eabf8a96e0-p_e.jpg
1371 San Elijo Ave,Cardiff,CA,92007,33.032494,-117.28914,5140000.0,3.0,4.0,3603.0,Single Family,4840400.0,16182.0,https://photos.zillowstatic.com/fp/20fa21749752fc4671f8864e9e77db7b-p_e.jpg
"1143 Coldwater Canyon Dr, Beverly Hills, CA 90210",Beverly Hills,CA,90210,34.094,-118.40747,4995000,4,4,3322,Single Family,4634800,18073,https://photos.zillowstatic.com/fp/526d7f8568e5cfcf63fcc921ea30b15f-p_e.jpg
14198 Caminito Vistana,San Diego,CA,92130,32.976578,-117.15885,4995000.0,7.0,5.0,6189.0,Single Family,5023000.0,15354.0,https://photos.zillowstatic.com/fp/69dc56ca89937fc690b4aadb85a67eee-p_e.jpg
4270 Ampudia St,San Diego,CA,92103,32.754227,-117.18972,4975000.0,4.0,4.0,4100.0,Single Family,4730100.0,17235.0,https://photos.zillowstatic.com/fp/c170cf3aed3bde716a13af0ac9eb36ec-p_e.jpg
"127 S Willaman Dr, Beverly Hills, CA 90211",Beverly Hills,CA,90211,34.065296,-118.38077,4970000,6,4,4518,Single Family,4674800,19478,https://photos.zillowstatic.com/fp/1a547b1a49e575b9f7295c2b30a5875d-p_e.jpg
516 S The Strand,Oceanside,CA,92054,33.18799,-117.37852,4925000.0,9.0,8.0,5825.0,Condo,4541700.0,14425.0,https://photos.zillowstatic.com/fp/f3af8eaf7671dcef5124e4c92305ca17-p_e.jpg
5058 64 Lotus St,San Diego,CA,92107,32.753635,-117.24706,4899000.0,8.0,8.0,4028.0,Multi Family,4879300.0,36320.0,https://photos.zillowstatic.com/fp/cbdfd0a4a5a541c856058ca8dd6e50aa-p_e.jpg
"15820 The River Trl, Rancho Santa Fe, CA 92091",Rancho Santa Fe,CA,92091,33.000446,-117.20265,4850000,7,5,12209,Single Family,6957400,22351,https://photos.zillowstatic.com/fp/2fc17005bfcf957fd4d3f26f03f2466e-p_e.jpg
3427 Via Monteverde,Encinitas,CA,92024,33.067684,-117.21929,4795000.0,6.0,5.0,5337.0,Single Family,4573200.0,15427.0,https://photos.zillowstatic.com/fp/a5eedb52942b02085871abd51c9bf0f8-p_e.jpg
2168 San Dieguito Dr,Del Mar,CA,92014,32.96818,-117.261,4750000.0,4.0,4.0,2977.0,Single Family,4727100.0,15007.0,https://photos.zillowstatic.com/fp/67633ace006b47b17f0a9d18709ba389-p_e.jpg
5190 Rancho Madera Bnd,San Diego,CA,92130,32.970806,-117.20989,4750000.0,7.0,5.0,6170.0,Single Family,4339600.0,14230.0,https://photos.zillowstatic.com/fp/788658ad9f131ff8120034e29feba0ed-p_e.jpg
15445 Artesian Spring Rd,San Diego,CA,92127,33.012054,-117.14853,4700000.0,6.0,6.0,5700.0,Single Family,4451000.0,15843.0,https://photos.zillowstatic.com/fp/1b3520eadfed7815f4e968cd293e9c39-p_e.jpg
2860 Gate Three Pl,Chula Vista,CA,91914,32.651035,-116.94073,4700000.0,9.0,8.0,7800.0,Single Family,4463300.0,14858.0,https://photos.zillowstatic.com/fp/c01e5b76aaec433e0993e76074268b6f-p_e.jpg
16674 Liberty Rdg,San Diego,CA,92127,33.01693,-117.16946,4599000.0,5.0,5.0,3397.0,Single Family,4517100.0,14267.0,https://photos.zillowstatic.com/fp/0d5f9faffb8e40a48017500f2788f338-p_e.jpg
3600 Paradise Valley Rd,National City,CA,91950,32.68696,-117.06803,4500000.0,5.0,5.0,5766.0,Single Family,,,https://photos.zillowstatic.com/fp/17e3988e113d14b51c3105875e6468be-p_e.jpg
3525 Caroway Ct,El Cajon,CA,92019,32.736984,-116.91681,4500000.0,8.0,8.0,9111.0,Single Family,4110100.0,13328.0,https://photos.zillowstatic.com/fp/c1c16d7fe1457b64e9bde9f4e1ebd0e8-p_e.jpg
17104 Camino Acampo,Rancho Santa Fe,CA,92067,33.005234,-117.18043,4495000.0,6.0,6.0,6000.0,Single Family,,13561.0,https://photos.zillowstatic.com/fp/af0ee5024939d6c1ecd65796f678524d-p_e.jpg
4605 Yerba Santa Dr,San Diego,CA,92115,32.77623,-117.09589,4495000.0,12.0,8.0,15000.0,Single Family,,8941.0,https://photos.zillowstatic.com/fp/bdb2db7642838133804a1f9078735ae3-p_e.jpg
18386 Via Ambiente,Rancho Santa Fe,CA,92067,33.0581,-117.15099,4300000.0,6.0,4.0,6244.0,Single Family,4058000.0,13361.0,https://photos.zillowstatic.com/fp/09debee431c0a59bb5906e205c25185e-p_e.jpg
6142 La Pintura Dr,La Jolla,CA,92037,32.82648,-117.25165,4250000.0,5.0,4.0,4400.0,Single Family,4257600.0,13314.0,https://photos.zillowstatic.com/fp/c2dff506f788b93333b37a9a8badb264-p_e.jpg
17155 Reflections Cir,San Diego,CA,92127,33.03467,-117.15177,4195000.0,5.0,4.0,4669.0,Single Family,3992700.0,13414.0,https://photos.zillowstatic.com/fp/60c95d7b957e7ffc91da2ddb20c9d5ef-p_e.jpg
17412 La Brisa Ln,Rancho Santa Fe,CA,92067,33.03161,-117.169464,4125000.0,5.0,5.0,3227.0,Single Family,4035900.0,12874.0,https://photos.zillowstatic.com/fp/01741654e3cce674969074b063a3ff46-p_e.jpg
