address,city,state,zipcode,latitude,longitude,price,bathrooms,bedrooms,livingArea,homeType,PriceEstimate,RentEstimate,imgSrc
"3536 Malibu Country Dr, Malibu, CA 90265",Malibu,CA,90265,34.038918,-118.71292,4000000,3,4,2874,Single Family,3977100,15547,https://photos.zillowstatic.com/fp/45c0c81228a8bf420fe8e4a73b0b7a9e-p_e.jpg
1823 S Pacific St,Oceanside,CA,92054,33.172337,-117.3649,4000000.0,5.0,4.0,3543.0,Single Family,3813100.0,12688.0,https://photos.zillowstatic.com/fp/a973f212701a96df1b52181b5f73d2f9-p_e.jpg
1101 Majestad Ln,Chula Vista,CA,91910,32.649113,-117.01903,3999999.0,11.0,7.0,7475.0,Single Family,3660700.0,11805.0,https://photos.zillowstatic.com/fp/502499c20a48e5a15151a6af864b5f14-p_e.jpg
4584 Leon St,San Diego,CA,92107,32.73012,-117.25445,3999000.0,3.0,4.0,3271.0,Single Family,3846600.0,13025.0,https://photos.zillowstatic.com/fp/2f375ae1f16161652b1c5a0afcb20ac5-p_e.jpg
4335 Vista De La Tierra,Del Mar,CA,92014,32.986263,-117.24028,3999000.0,3.0,5.0,4897.0,Single Family,4006300.0,13557.0,https://photos.zillowstatic.com/fp/60e3b2e07157354b30d01c1a791262d6-p_e.jpg
1409 Opal St,San Diego,CA,92109,32.808186,-117.24724,3999000.0,5.0,5.0,3343.0,Single Family,,,https://photos.zillowstatic.com/fp/739bd9b0b40f5dc56d499b9c50f39eb7-p_e.jpg
744 Bonair St,La Jolla,CA,92037,32.831455,-117.27283,3995000.0,4.0,4.0,2843.0,Single Family,,,https://photos.zillowstatic.com/fp/04cc60cee802a99b458c5d8729e51712-p_e.jpg
"9990 Houston Rd, Malibu, CA 90265",Malibu,CA,90265,34.0771,-118.96907,3995000,3,5,3297,Single Family,3707000,15482,https://photos.zillowstatic.com/fp/31d4409de8dbe20a49a700ac9a839ec7-p_e.jpg
"43300 E Pacific Coast Hwy, Malibu, CA 90265",Malibu,CA,90265,34.055466,-118.96722,3995000,2,3,1075,Single Family,3089500,12052,https://photos.zillowstatic.com/fp/ae9435bc1c1e1645504347e07bd39814-p_e.jpg
"6272 Tapia Dr, Malibu, CA 90265",Malibu,CA,90265,34.035175,-118.84401,3995000,3,4,1769,Single Family,3962200,15420,https://photos.zillowstatic.com/fp/c60b1ca6610ecb12ffdcb479916ce269-p_e.jpg
15955 Running Deer Trl,Poway,CA,92064,32.993526,-116.98614,3978000.0,5.0,5.0,6583.0,Single Family,,10912.0,https://photos.zillowstatic.com/fp/10460fa7f3cb6cab920da28d7613e619-p_e.jpg
725 27 San Fernando Pl,San Diego,CA,92109,32.76753,-117.25185,3950000.0,6.0,6.0,2870.0,Multi Family,3928200.0,12475.0,https://photos.zillowstatic.com/fp/14566b6c0acb2b0b1640829bb0caa0d8-p_e.jpg
"2194 San Dieguito Dr, Del Mar, CA 92014",Del Mar,CA,92014,32.969177,-117.26236,3950000,4,5,4528,Single Family,4365100,13919,https://photos.zillowstatic.com/fp/43df514f6e33d0df256cec91346b2a44-p_e.jpg
14949 Presilla Dr,Jamul,CA,91935,32.711098,-116.837494,3899999.0,5.0,5.0,5902.0,Single Family,3718200.0,11647.0,https://photos.zillowstatic.com/fp/32e6cdf0bb7670e3b20866df14a6630d-p_e.jpg
"361 S Almont Dr, Beverly Hills, CA 90211",Beverly Hills,CA,90211,34.059975,-118.38799,3899000,5,4,3570,Single Family,3925300,15365,https://photos.zillowstatic.com/fp/ad11388ebd55fa463daf5100352d364c-p_e.jpg
"713 N Doheny Dr, Beverly Hills, CA 90210",Beverly Hills,CA,90210,34.08598,-118.39008,3898000,2,3,2055,Single Family,,,https://photos.zillowstatic.com/fp/3efd75a8401d1f747632fd01e384cf7c-p_e.jpg
"349 S La Peer Dr, Beverly Hills, CA 90211",Beverly Hills,CA,90211,34.071636,-118.38692,3895000,5,4,3626,Single Family,3936900,17704,https://photos.zillowstatic.com/fp/91a204f5928aec195b5873410961c6f0-p_e.jpg
2111 W California St,San Diego,CA,92110,32.746944,-117.18887,3878998.0,4.0,5.0,3167.0,Single Family,,8655.0,https://photos.zillowstatic.com/fp/ab1c78e0caa10002f247feb764d4a12c-p_e.jpg
"19046 Pacific Coast Hwy, Malibu, CA 90265",Malibu,CA,90265,34.039497,-118.59095,3850000,2,2,1185,Single Family,3634200,14949,https://photos.zillowstatic.com/fp/da4b6fcf75c3cb9f02f39a7af37c62f1-p_e.jpg
9208 Fostoria Ct,San Diego,CA,92127,33.02297,-117.130325,3789999.0,6.0,5.0,4759.0,Single Family,3644800.0,12172.0,https://photos.zillowstatic.com/fp/5a952a2293c265560a86d71acdce2f78-p_e.jpg
"31627 Sea Level Dr, Malibu, CA 90265",Malibu,CA,90265,34.03545,-118.8628,3750000,1,2,1017,Single Family,3468800,9261,https://photos.zillowstatic.com/fp/1f73d29d8b478ad1c735b3b8ab830523-p_e.jpg
1500 Orange Ave,Coronado,CA,92118,32.681877,-117.18027,3700000.0,2.0,2.0,1145.0,Single Family,3927700.0,11693.0,https://photos.zillowstatic.com/fp/3d68056f35deef80d8cc27b632382eb8-p_e.jpg
7210 Aviara Dr,Carlsbad,CA,92011,33.097107,-117.28867,3700000.0,5.0,4.0,5156.0,Single Family,3644700.0,11586.0,https://photos.zillowstatic.com/fp/6561e39105ac8cd98e6561ba222bdc0b-p_e.jpg
"11770 Pacific Coast Hwy APT G, Malibu, CA 90265",Malibu,CA,90265,34.050804,-118.957634,3695000,4,3,1786,Single Family,3659700,14402,https://photos.zillowstatic.com/fp/54554ae25767498e0d7ba7d248b64bb9-p_e.jpg
8470 Cliffridge Ln,La Jolla,CA,92037,32.860916,-117.24094,3650000.0,4.0,5.0,3582.0,Single Family,3648400.0,11706.0,https://photos.zillowstatic.com/fp/17859d732b1ac4ed7bf3d8298d4bcc7c-p_e.jpg
13664 Mar Scenic Dr,Del Mar,CA,92014,32.94655,-117.2546,3649000.0,6.0,5.0,3010.0,Single Family,3437200.0,10972.0,https://photos.zillowstatic.com/fp/994b85c8fd2a497882d6806b547df0bc-p_e.jpg
"19300 Pacific Coast Hwy, Malibu, CA 90265",Malibu,CA,90265,34.039593,-118.59584,3550000,3,2,1978,Single Family,3309200,19006,https://photos.zillowstatic.com/fp/94281ad236c1db3ab7423611cdcd5472-p_e.jpg
3586 Wishbone Way,Encinitas,CA,92024,33.069805,-117.21929,3549000.0,7.0,6.0,7191.0,Single Family,,14757.0,https://photos.zillowstatic.com/fp/dac7465296019975b07bdf05118539e5-p_e.jpg
2269 Tina St,El Cajon,CA,92019,32.769688,-116.90445,3500000.0,6.0,6.0,5254.0,Single Family,3496800.0,10111.0,https://photos.zillowstatic.com/fp/3e201d81231d7081c0a1579e23ac5508-p_e.jpg
7180 Aviara Dr,Carlsbad,CA,92011,33.098923,-117.28887,3500000.0,5.0,5.0,4710.0,Single Family,3515000.0,8869.0,https://photos.zillowstatic.com/fp/e2bb8571ce6efd2c524fd5e0a38e0bb3-p_e.jpg
1028 Balour Dr,Encinitas,CA,92024,33.03936,-117.26887,3499000.0,5.0,7.0,2894.0,Single Family,3374000.0,11042.0,https://photos.zillowstatic.com/fp/13bf3b7e1c14594cdd3ee1a781959114-p_e.jpg
17208 Holly Leaf Ct,San Diego,CA,92127,33.02754,-117.12362,3499000.0,6.0,5.0,4790.0,Single Family,3331000.0,11137.0,https://photos.zillowstatic.com/fp/168a91ab5c274ecd3339f5773bd80728-p_e.jpg
16829 Going My Way,San Diego,CA,92127,33.029537,-117.15584,3499000.0,4.0,5.0,3889.0,Single Family,3512700.0,11296.0,https://photos.zillowstatic.com/fp/962de1bda69fd7f6961da8709053e0a4-p_e.jpg
17329 Avenida Peregrina,Rancho Santa Fe,CA,92067,33.030018,-117.17046,3495000.0,5.0,6.0,5500.0,Single Family,3344000.0,11214.0,https://photos.zillowstatic.com/fp/d64599141551d2d2ddfd0adbe9a8ce35-p_e.jpg
"931 Stratford Ct, Del Mar, CA 92014",Del Mar,CA,92014,32.953655,-117.2645,3350000,6,5,4529,Single Family,3417600,10871,https://photos.zillowstatic.com/fp/e603f78c6454bbe01b2d98885b1e096b-p_e.jpg
1597 Calle Alta,La Jolla,CA,92037,32.817177,-117.24491,3349000.0,3.0,4.0,2990.0,Single Family,3382500.0,9785.0,https://photos.zillowstatic.com/fp/333173d58a22f81ee18d377b827d0c6a-p_e.jpg
"29855 Harvester Rd, Malibu, CA 90265",Malibu,CA,90265,34.03092,-118.82434,3300000,2,4,2143,Single Family,3124500,12580,https://photos.zillowstatic.com/fp/dadc56bbd6911bf131fcd725ea4415b5-p_e.jpg
3758 Charles St,San Diego,CA,92106,32.718487,-117.24606,3299000.0,6.0,6.0,3778.0,Single Family,,11168.0,https://photos.zillowstatic.com/fp/bcd98d4db75b7e5a6452b4f5668e6257-p_e.jpg
1451 San Benito Ct,Solana Beach,CA,92075,32.98822,-117.24446,3298000.0,3.0,3.0,2267.0,Single Family,3317700.0,8649.0,https://photos.zillowstatic.com/fp/0cb54423a29be9119e208bdfe03a8726-p_e.jpg
"320 S Canon Dr, Beverly Hills, CA 90212",Beverly Hills,CA,90212,34.061348,-118.39665,3295000,5,5,3029,Single Family,3183400,11999,https://photos.zillowstatic.com/fp/d3864f13e71aec51e830e412c1f43506-p_e.jpg
"33007 Mulholland Hwy, Malibu, CA 90265",Malibu,CA,90265,34.10411,-118.86073,3275000,3,4,2950,Single Family,3212500,7947,https://photos.zillowstatic.com/fp/8af61d29df1ee241347356ad65e073a6-p_e.jpg
3945 Wildwood Rd,San Diego,CA,92107,32.73466,-117.238594,3245000.0,4.0,4.0,3356.0,Single Family,3217900.0,10537.0,https://photos.zillowstatic.com/fp/6ccb463c471e0b7b59df4b3f3ecda710-p_e.jpg
"445 S Wetherly Dr, Beverly Hills, CA 90211",Beverly Hills,CA,90211,34.057934,-118.38906,3200000,2,4,1580,Single Family,3037400,6499,https://photos.zillowstatic.com/fp/75f3cfce4b303685f886b8bd5db69235-p_e.jpg
232 9th St,Del Mar,CA,92014,32.95321,-117.26388,3200000.0,2.0,3.0,1036.0,Single Family,3161700.0,6695.0,https://photos.zillowstatic.com/fp/97ac7c2b1e873e98cf677c1da2c93e0b-p_e.jpg
13915 Calle Cardenas,San Diego,CA,92130,32.97085,-117.206955,3195000.0,4.0,5.0,3782.0,Single Family,2655200.0,8099.0,https://photos.zillowstatic.com/fp/b9b1387aa5c77bbe94bd6a4bfd9bbd15-p_e.jpg
"3429 Cloudcroft Dr, Malibu, CA 90265",Malibu,CA,90265,34.04841,-118.571495,3150000,3,4,2256,Single Family,2974600,11847,https://photos.zillowstatic.com/fp/7d6696d0ce87019741fb1847681a0270-p_e.jpg
4905 El Arco Iris,Rancho Santa Fe,CA,92067,33.004417,-117.22737,3150000.0,4.0,5.0,4008.0,Single Family,3145500.0,10252.0,https://photos.zillowstatic.com/fp/ca906436a1b9e4da94ce0618b80d2d26-p_e.jpg
"3996 Lago Di Grata Cir, San Diego, CA 92130",San Diego,CA,92130,32.92496,-117.2295,3100000,5,6,3864,Single Family,3191000,10147,https://photos.zillowstatic.com/fp/4aa3d939ec287df81ec1b38d9a74a694-p_e.jpg
"43000 Pacific Coast Hwy, Malibu, CA 90265",Malibu,CA,90265,34.0555,-118.96708,2999999,1,1,882,Single Family,2771300,11649,https://photos.zillowstatic.com/fp/4ecd866e04cf7c477d801935152ce100-p_e.jpg
1833 37 Fern St,San Diego,CA,92102,32.72516,-117.129005,2999999.0,6.0,7.0,3696.0,Multi Family,2874500.0,9159.0,https://photos.zillowstatic.com/fp/5b412d5109f7be99bc723a74af90139a-p_e.jpg
431 F Ave,Coronado,CA,92118,32.695225,-117.178246,2999000.0,4.0,5.0,2587.0,Single Family,2848300.0,9108.0,https://photos.zillowstatic.com/fp/160d30a8cb7ee360449324a79f8f6da5-p_e.jpg
160 Andrew Ave,Encinitas,CA,92024,33.081512,-117.30615,2999000.0,5.0,4.0,3631.0,Single Family,2910300.0,9871.0,https://photos.zillowstatic.com/fp/99e42ec6465f58732bded81b9fcab716-p_e.jpg
1986 Street,Del Mar,CA,92014,32.96619,-117.261475,2995000.0,3.0,3.0,1464.0,Single Family,,,https://photos.zillowstatic.com/fp/2285f002cc22648dce082bd1d2de6f15-p_e.jpg
464 Prospect St UNIT 504,La Jolla,CA,92037,32.842583,-117.27904,2995000.0,2.0,2.0,2585.0,Condo,2715000.0,10082.0,https://photos.zillowstatic.com/fp/3b2e045e972d85289fec683d28643a54-p_e.jpg
16351 Sage Trails Ct,Poway,CA,92064,33.019085,-117.02981,2995000.0,5.0,5.0,3905.0,Single Family,2974400.0,9413.0,https://photos.zillowstatic.com/fp/50a6f3354ec820adaa6730fb699d5fed-p_e.jpg
14897 Presilla Dr,Jamul,CA,91935,32.70874,-116.83679,2995000.0,7.0,6.0,7213.0,Single Family,,,https://photos.zillowstatic.com/fp/8a8ca55260ddf1f7dd4074559cc000cf-p_e.jpg
2425 Wilbur Ave,San Diego,CA,92109,32.81039,-117.22817,2995000.0,3.0,4.0,2804.0,Single Family,3029600.0,9543.0,https://photos.zillowstatic.com/fp/c49bab4c7210f822b116d612adc31e2e-p_e.jpg
1965 Caminito El Canario,La Jolla,CA,92037,32.836334,-117.25316,2980000.0,3.0,4.0,2916.0,Single Family,2611300.0,8513.0,https://photos.zillowstatic.com/fp/7d6ae1484478111e8caab21d73c419b0-p_e.jpg
14648 La Plata,San Diego,CA,92127,32.989426,-117.167305,2975000.0,5.0,5.0,5481.0,Single Family,2852000.0,9717.0,https://photos.zillowstatic.com/fp/ca17cb76cf41e99db6803509d13effdc-p_e.jpg
1410 2nd St,Coronado,CA,92118,32.695534,-117.16942,2950000.0,4.0,5.0,2462.0,Single Family,2942000.0,9708.0,https://photos.zillowstatic.com/fp/0df11e13ecc2e609432097247f404b56-p_e.jpg
7462 La Mantanza,San Diego,CA,92127,32.986706,-117.1682,2950000.0,5.0,7.0,4390.0,Single Family,2819300.0,9473.0,https://photos.zillowstatic.com/fp/82c6043664e9bd92971d0042a1256dfd-p_e.jpg
14476 Trailwind Rd,Poway,CA,92064,33.001232,-117.01607,2895000.0,6.0,6.0,5550.0,Single Family,2759000.0,9151.0,https://photos.zillowstatic.com/fp/4120e16f0793e7e06607e0772b3de135-p_e.jpg
1855 1857 Frankfort St,San Diego,CA,92110,32.779488,-117.202675,2888888.0,5.0,7.0,3500.0,Single Family,2876900.0,9151.0,https://photos.zillowstatic.com/fp/9fb726768b03e27456e2fe1c23170349-p_e.jpg
4561 Niagara Ave,San Diego,CA,92107,32.74118,-117.2444,2850000.0,4.0,3.0,2400.0,Single Family,2851000.0,9069.0,https://photos.zillowstatic.com/fp/cd2102272fc7b467d80dc3f367892d01-p_e.jpg
"13209 Winstanley Way, San Diego, CA 92130",San Diego,CA,92130,32.959503,-117.21127,2800000,5,5,3708,Single Family,2813100,8834,https://photos.zillowstatic.com/fp/927dc47f72c9cd256c408808aa0967c8-p_e.jpg
"10622 Hunters Glen Dr, San Diego, CA 92130",San Diego,CA,92130,32.925056,-117.19882,2800000,4,5,3094,Single Family,2881300,9162,https://photos.zillowstatic.com/fp/9f6e048457a722ed7b76e73a9533cd3a-p_e.jpg
7279 Sitio Lima,Carlsbad,CA,92009,33.083878,-117.228035,2799000.0,5.0,4.0,3512.0,Single Family,,8813.0,https://photos.zillowstatic.com/fp/2c9944e8794d701322c69aa14ced6569-p_e.jpg
2216 Silver Peak Pl,Encinitas,CA,92024,33.051582,-117.23761,2799000.0,4.0,4.0,3343.0,Single Family,2828100.0,8353.0,https://photos.zillowstatic.com/fp/a4a33bbc6a6cfae5dbdfede41cc9a044-p_e.jpg
15503 Canyon View Way,Poway,CA,92064,32.9905,-116.99815,2750000.0,5.0,5.0,4404.0,Single Family,,8610.0,https://photos.zillowstatic.com/fp/325eafd8ff0982785ab2a2f7b1e999b4-p_e.jpg
2110 Calle Guaymas,La Jolla,CA,92037,32.82602,-117.248924,2750000.0,3.0,4.0,2194.0,Single Family,2772400.0,7811.0,https://photos.zillowstatic.com/fp/497fd97a2546671e43457494aaba0c7f-p_e.jpg
2999 Ocean Front Walk UNIT 2,San Diego,CA,92109,32.767544,-117.25238,2750000.0,2.0,2.0,1087.0,Condo,2622000.0,8717.0,https://photos.zillowstatic.com/fp/5b8d46c598866ab15d69cb60b2f0bf13-p_e.jpg
"3338 Viewfield Ave, Hacienda Heights, CA 91745",Hacienda Heights,CA,91745,33.9794,-117.9774,2750000,9,7,10869,Single Family,2724600,20589,https://photos.zillowstatic.com/fp/974a38ac11a599602df97ca5a01d3d03-p_e.jpg
8610 Herrington Way,San Diego,CA,92127,33.02973,-117.141685,2749900.0,5.0,5.0,4071.0,Single Family,2609500.0,8373.0,https://photos.zillowstatic.com/fp/9140a6b97c705228d95c1be054a84521-p_e.jpg
14873 Huntington Gate Dr,Poway,CA,92064,32.983475,-117.02799,2699000.0,6.0,5.0,5275.0,Single Family,2724000.0,10089.0,https://photos.zillowstatic.com/fp/70cd7cf6c403cb065b3793c178ec4292-p_e.jpg
303 Juniper Ave,Carlsbad,CA,92008,33.15066,-117.34432,2699000.0,4.0,3.0,2437.0,Condo,,,https://photos.zillowstatic.com/fp/a5b2d9b196fff920d05914aa876b958b-p_e.jpg
10189 Grandview Dr,La Mesa,CA,91941,32.763577,-116.979004,2699000.0,5.0,5.0,5678.0,Single Family,,9280.0,https://photos.zillowstatic.com/fp/d15b6431fd22d58203f0d760a40eb222-p_e.jpg
5389 La Jolla Mesa Dr,La Jolla,CA,92037,32.81254,-117.26005,2698000.0,2.0,4.0,2364.0,Single Family,2725600.0,8563.0,https://photos.zillowstatic.com/fp/26cc1fd0152a07ac1e49a47cf1725f4f-p_e.jpg
332 Santa Helena,Solana Beach,CA,92075,32.99875,-117.25522,2695000.0,3.0,4.0,2324.0,Single Family,2738900.0,8738.0,https://photos.zillowstatic.com/fp/69e792843191cd2a9f6849a324a16674-p_e.jpg
517 Verbena Ct,Encinitas,CA,92024,33.05479,-117.27062,2675000.0,5.0,5.0,3650.0,Single Family,2704500.0,8714.0,https://photos.zillowstatic.com/fp/bb337ee44adfe74d41f0eb0d2f2e5577-p_e.jpg
1575 Calle Camille,La Jolla,CA,92037,32.817425,-117.24572,2629000.0,3.0,4.0,2676.0,Single Family,,8428.0,https://photos.zillowstatic.com/fp/754d114bbc69d5e903b9a3226a79c9d8-p_e.jpg
15110 Larchmont St,Poway,CA,92064,32.987015,-117.05311,2595000.0,4.0,4.0,3501.0,Single Family,2585800.0,8198.0,https://photos.zillowstatic.com/fp/2ca004a9fed77ee850beb34cdca40a5e-p_e.jpg
1776 Cable St,San Diego,CA,92107,32.743877,-117.251305,2595000.0,3.0,4.0,2218.0,Single Family,2511600.0,8584.0,https://photos.zillowstatic.com/fp/b89d2835417ad2107c0c3b15f0c9ae79-p_e.jpg
2380 Jefferson St,Carlsbad,CA,92008,33.171806,-117.348404,2500000.0,5.0,5.0,3683.0,Single Family,2490900.0,7922.0,https://photos.zillowstatic.com/fp/7329ec9877581b4af246db61c632e7a3-p_e.jpg
2103 Loquat Pl,Oceanside,CA,92054,33.189507,-117.34554,2500000.0,3.0,5.0,2398.0,Single Family,2489600.0,7939.0,https://photos.zillowstatic.com/fp/8f8f81f966f701c4c4b965ecd8e38da5-p_e.jpg
204 Oak St,Oceanside,CA,92054,33.18758,-117.3769,2500000.0,4.0,4.0,3044.0,Single Family,2421900.0,7998.0,https://photos.zillowstatic.com/fp/f5b26fd432b8d0dab5cdec73d615b643-p_e.jpg
2497 Darlington Row,La Jolla,CA,92037,32.831726,-117.24051,2499800.0,4.0,4.0,2939.0,Single Family,,7857.0,https://photos.zillowstatic.com/fp/8aae55ba186c66235080c8cc5539bbb6-p_e.jpg
7477 Hillside Dr,La Jolla,CA,92037,32.844578,-117.25671,2499000.0,1.0,2.0,1176.0,Single Family,,,https://photos.zillowstatic.com/fp/515ef6b40975a22b975ef2d31a9ce781-p_e.jpg
2855 5th Ave UNIT 601,San Diego,CA,92103,32.735203,-117.16,2474900.0,2.0,2.0,1875.0,Condo,2485700.0,7928.0,https://photos.zillowstatic.com/fp/26a46b1be7443dfabf21a33d97ae799c-p_e.jpg
2475 Calle De Pescadores,Alpine,CA,91901,32.82253,-116.75258,2450000.0,5.0,5.0,3450.0,Single Family,2326100.0,7665.0,https://photos.zillowstatic.com/fp/33390e930dd8f19942ef6c9718eca691-p_e.jpg
"791 Latigo Canyon Rd, Malibu, CA 90265",Malibu,CA,90265,34.089825,-118.80929,2450000,4,3,2796,Single Family,2453500,12352,https://photos.zillowstatic.com/fp/4a1a33cb24d0fcc5fa3f6fce430b2a1b-p_e.jpg
7093 Marsh Wren St,Carlsbad,CA,92011,33.102886,-117.30028,2450000.0,5.0,6.0,3500.0,Single Family,,,https://photos.zillowstatic.com/fp/4c3a61c780ad5ef1bad86d30cbb5c489-p_e.jpg
7195 Sitio Caballero,Carlsbad,CA,92009,33.10438,-117.229935,2450000.0,4.0,4.0,4053.0,Single Family,2419200.0,7911.0,https://photos.zillowstatic.com/fp/714631f7fdd8df88f4aca814b53dab4a-p_e.jpg
2005 Bulrush Ln,Cardiff,CA,92007,33.021435,-117.27112,2429000.0,3.0,4.0,2384.0,Single Family,2455600.0,8348.0,https://photos.zillowstatic.com/fp/f254bb1708b60fc796a233b7ee223a3c-p_e.jpg
165 6th Ave UNIT 2902,San Diego,CA,92101,32.70692,-117.15884,2400000.0,3.0,3.0,2000.0,Condo,2318700.0,7415.0,https://photos.zillowstatic.com/fp/fa7f94342aa62f8f3ccbd0ed2b135ea5-p_e.jpg
7324 Circulo Papayo,Carlsbad,CA,92009,33.087822,-117.228386,2399900.0,5.0,5.0,4225.0,Single Family,2286500.0,7336.0,https://photos.zillowstatic.com/fp/51265d90ea8ba1363e82b78c7fd47f6c-p_e.jpg
"10671 Heather Ridge Dr, San Diego, CA 92130",San Diego,CA,92130,32.92782,-117.20436,2353000,3,5,2732,Single Family,2365900,7871,https://photos.zillowstatic.com/fp/9efb1fe45ca9f4d4865c1d24d05feeb5-p_e.jpg
"5078 Manor Ridge Ln, San Diego, CA 92130",San Diego,CA,92130,32.933342,-117.20647,2326000,3,5,2763,Single Family,2385900,7587,https://photos.zillowstatic.com/fp/5b7a586dace27253963335d952209f8d-p_e.jpg
"140 N Carson Rd, Beverly Hills, CA 90211",Beverly Hills,CA,90211,34.067345,-118.37919,2325000,2,3,1462,Single Family,2335900,6499,https://photos.zillowstatic.com/fp/3e3ccfb4af5129546c1b526e473a90c8-p_e.jpg
"4815 Riding Ridge Rd, San Diego, CA 92130",San Diego,CA,92130,32.946644,-117.21417,2300000,3,5,3020,Single Family,2374900,7552,https://photos.zillowstatic.com/fp/3d510bf57e796072e5989ba47e8e4efe-p_e.jpg
1033 W Spruce St,San Diego,CA,92103,32.737957,-117.17261,2300000.0,4.0,4.0,2396.0,Single Family,2306800.0,7411.0,https://photos.zillowstatic.com/fp/42bec65f3b5c3b1517a5fd78da777f92-p_e.jpg
3594 Canon St,San Diego,CA,92106,32.727177,-117.23798,2295000.0,4.0,4.0,2449.0,Single Family,2195400.0,8750.0,https://photos.zillowstatic.com/fp/37e47395610c2acb6dc2eb4f7e18eb2b-p_e.jpg
2142 13th St,Encinitas,CA,92024,33.05775,-117.23449,2295000.0,2.0,3.0,2064.0,Single Family,2196000.0,6499.0,https://photos.zillowstatic.com/fp/f2d83778bf0936f28a054361508bd142-p_e.jpg
"3595 Santoro Way, San Diego, CA 92130",San Diego,CA,92130,32.95754,-117.23924,2275000,3,4,2554,Single Family,2286500,7359,https://photos.zillowstatic.com/fp/49ff251a578de8f9f04776dd3b7b6127-p_e.jpg
"13371 Heston Pl, San Diego, CA 92130",San Diego,CA,92130,32.96197,-117.23119,2275000,3,3,2128,Single Family,2108200,5835,https://photos.zillowstatic.com/fp/c6dd5954f0f5e0c135406469daedc1d7-p_e.jpg
15494 Oakstand Ct,Poway,CA,92064,32.995373,-117.03073,2269000.0,5.0,5.0,3905.0,Single Family,2174800.0,7808.0,https://photos.zillowstatic.com/fp/5e25b991809867b611d9e0831f13e0f7-p_e.jpg
7116 Sitio Caliente,Carlsbad,CA,92009,33.098038,-117.226494,2250000.0,5.0,5.0,3563.0,Single Family,2255100.0,6692.0,https://photos.zillowstatic.com/fp/66f256438ca9b5a3c30f3a529a27a77c-p_e.jpg
6230 Rancho Bravado,Carlsbad,CA,92009,33.124,-117.24407,2249000.0,5.0,5.0,4476.0,Single Family,,,https://photos.zillowstatic.com/fp/8ed5cbe440019cbac48e5c314f390233-p_e.jpg
"458 S Almont Dr, Beverly Hills, CA 90211",Beverly Hills,CA,90211,34.057507,-118.38777,2200000,3,3,1583,Single Family,2140400,6664,https://photos.zillowstatic.com/fp/2fbb773579372b4eb77af57def61ea08-p_e.jpg
11358 Merritage Ct,San Diego,CA,92131,32.92287,-117.05058,2200000.0,5.0,6.0,3855.0,Single Family,2213900.0,6646.0,https://photos.zillowstatic.com/fp/7299406430189456a640e25c296fb945-p_e.jpg
13318 Deer Canyon Pl,San Diego,CA,92129,32.961388,-117.150925,2200000.0,4.0,5.0,3300.0,Single Family,2238700.0,6140.0,https://photos.zillowstatic.com/fp/f4469d6781bc87dce28666ff06dfe64c-p_e.jpg
4068 Sequoia St,San Diego,CA,92109,32.794548,-117.234604,2199000.0,4.0,4.0,1900.0,Single Family,,6714.0,https://photos.zillowstatic.com/fp/d121c625b15039b2865664bf61304285-p_e.jpg
2166 Abbott St,San Diego,CA,92107,32.75252,-117.24917,2185000.0,3.0,2.0,1311.0,Single Family,2192500.0,4600.0,https://photos.zillowstatic.com/fp/4d6e59b46afd74cfa2d07f0d8812b48a-p_e.jpg
1091 Duncan Ct,San Marcos,CA,92078,33.107967,-117.16885,2150000.0,4.0,4.0,3303.0,Single Family,2080600.0,6087.0,https://photos.zillowstatic.com/fp/78fb3e258919437f14f4c54ee3e97617-p_e.jpg
135 Via Del Cerrito,Encinitas,CA,92024,33.039955,-117.24152,2100000.0,2.0,3.0,1830.0,Single Family,2120700.0,5400.0,https://photos.zillowstatic.com/fp/7e3c587ac994b5ef6d048e3da8c88a21-p_e.jpg
5401 Reef Cir,Carlsbad,CA,92008,33.144493,-117.287125,2099000.0,3.0,4.0,2798.0,Single Family,2039900.0,6261.0,https://photos.zillowstatic.com/fp/6823c26a3932b3f23cb877fb66d80ade-p_e.jpg
4398 Yuki Ln,Carlsbad,CA,92008,33.149464,-117.32455,2099000.0,5.0,4.0,2532.0,Single Family,2030200.0,7721.0,https://photos.zillowstatic.com/fp/fe3105aaad1410d05fc7db7bfec3c57b-p_e.jpg
16055 Newton Hl,San Diego,CA,92127,33.02061,-117.14022,2095000.0,3.0,5.0,2841.0,Single Family,,,https://photos.zillowstatic.com/fp/3dd65f3db066a5bc0d8e7bd4f08bdc7d-p_e.jpg
"5777 Mosswood Cv, San Diego, CA 92130",San Diego,CA,92130,32.927383,-117.193146,2058000,3,5,2507,Single Family,2111000,5800,https://photos.zillowstatic.com/fp/4a6519fd5032e314bcda94452e8ab164-p_e.jpg
"16036 Oxford Hl, San Diego, CA 92127",San Diego,CA,92127,33.020176,-117.13898,2025000,3,4,2964,Single Family,2032200,5786,https://photos.zillowstatic.com/fp/513043a74de9bd1de204bbdc9ae9db2a-p_e.jpg
3851 Centraloma Dr,San Diego,CA,92107,32.737473,-117.23222,2000000.0,4.0,6.0,2651.0,Single Family,1949000.0,8878.0,https://photos.zillowstatic.com/fp/ed37e918e9b0f88b384522b88aae38d2-p_e.jpg
